CustomerID,Age,FirstTransactionDate,LastTransactionDate,TotalAmountSpent,TransactionCount,AvgAmountPerTransaction,FirstInteractionDate,LastInteractionDate,TotalServiceInteractions,ServiceDiversity,LastLoginDate,ChurnStatus,LoginFrequency,RecencyDays,TenureDays,DaysSinceLastLogin,InteractionsPerMonth,TotalAmountSpent_Capped,TransactionCount_Capped,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,Gender_F,Gender_M,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website
483,54,2022-01-01,2022-11-02,1262.48,6,210.41333333333333,2022-11-07,2022-11-07,1,1,2023-03-23,0,34.0,59,305,-82,0.09836065573770493,1262.48,6.0,True,False,False,False,True,False,False,False,True,True,False,False
484,22,2022-02-22,2022-11-16,988.39,7,141.19857142857143,2022-02-22,2023-04-13,0,0,2023-04-13,0,43.0,45,267,-103,0.0,988.39,7.0,True,False,False,False,False,True,False,True,False,True,False,False
485,34,2022-02-23,2022-12-20,2129.71,7,304.2442857142857,2022-11-14,2022-11-14,1,1,2023-09-15,0,28.0,11,300,-258,0.1,2129.71,7.0,False,False,True,False,False,True,False,False,True,True,False,False
486,66,2022-04-04,2022-11-01,758.73,4,189.6825,2022-02-12,2022-08-03,2,2,2023-08-18,0,5.0,60,211,-230,0.2843601895734597,758.73,4.0,False,False,False,True,True,False,False,True,False,False,True,False
487,65,2022-03-16,2022-12-24,1624.23,7,232.03285714285715,2022-09-27,2022-11-08,2,1,2023-10-11,0,34.0,7,283,-284,0.21201413427561838,1624.23,7.0,False,False,False,True,True,False,False,True,False,True,False,False
488,28,2022-09-29,2022-09-29,393.84,1,393.84,2022-09-29,2023-06-14,0,0,2023-06-14,1,33.0,93,0,-165,0.0,393.84,1.0,False,True,False,False,True,False,False,False,True,True,False,False
489,63,2022-01-31,2022-11-20,1101.11,6,183.51833333333332,2022-01-31,2023-11-23,0,0,2023-11-23,0,12.0,41,293,-327,0.0,1101.11,6.0,True,False,False,False,False,True,True,False,False,False,True,False
490,58,2022-04-18,2022-11-20,2063.08,7,294.7257142857143,2022-02-20,2022-09-07,2,1,2023-02-28,0,40.0,41,216,-59,0.2777777777777778,2063.08,7.0,False,False,False,True,True,False,False,True,False,False,True,False
491,48,2022-04-05,2022-11-07,1483.12,6,247.18666666666664,2022-12-28,2022-12-28,1,1,2023-11-30,1,44.0,54,216,-334,0.1388888888888889,1483.12,6.0,False,False,False,True,False,True,False,False,True,False,False,True
492,45,2022-03-16,2022-12-19,1491.8,5,298.36,2022-03-16,2023-01-06,0,0,2023-01-06,0,38.0,12,278,-6,0.0,1491.8,5.0,True,False,False,False,True,False,False,True,False,False,True,False
493,61,2022-03-28,2022-12-02,976.0,4,244.0,2022-03-28,2023-08-29,0,0,2023-08-29,0,44.0,29,249,-241,0.0,976.0,4.0,False,False,False,True,False,True,True,False,False,False,True,False
494,49,2022-05-31,2022-05-31,269.73,1,269.73,2022-11-07,2022-11-07,1,1,2023-10-08,0,12.0,214,0,-281,1.0,269.73,1.0,False,False,True,False,False,True,False,False,True,True,False,False
495,38,2022-02-06,2022-12-08,1738.1399999999999,6,289.69,2022-04-21,2022-04-21,1,1,2023-01-07,0,37.0,23,305,-7,0.09836065573770493,1738.1399999999999,6.0,False,False,False,True,False,True,False,True,False,False,True,False
496,24,2022-04-17,2022-05-22,216.79,2,108.395,2022-01-27,2022-01-27,1,1,2023-12-29,0,1.0,223,35,-363,0.8571428571428571,216.79,2.0,False,False,False,True,True,False,True,False,False,False,False,True
497,27,2022-03-30,2022-12-14,1554.77,6,259.12833333333333,2022-04-07,2022-05-28,2,1,2023-08-30,0,40.0,17,259,-242,0.23166023166023167,1554.77,6.0,True,False,False,False,False,True,True,False,False,True,False,False
498,45,2022-01-22,2022-07-23,763.91,2,381.955,2022-01-22,2023-06-28,0,0,2023-06-28,1,5.0,161,182,-179,0.0,763.91,2.0,False,False,True,False,True,False,False,True,False,False,False,True
499,65,2022-10-09,2022-11-26,458.77,2,229.385,2022-01-07,2022-01-07,1,1,2023-11-30,0,2.0,35,48,-334,0.625,458.77,2.0,False,True,False,False,False,True,False,False,True,True,False,False
500,53,2022-03-10,2022-10-28,2429.2200000000003,9,269.91333333333336,2022-03-10,2023-11-22,0,0,2023-11-22,0,46.0,64,232,-326,0.0,2429.2200000000003,9.0,True,False,False,False,False,True,False,False,True,False,True,False
501,37,2022-02-07,2022-12-29,1317.1799999999998,8,164.64749999999998,2022-02-07,2023-04-15,0,0,2023-04-15,0,25.0,2,325,-105,0.0,1317.1799999999998,8.0,False,True,False,False,False,True,False,True,False,False,True,False
502,30,2022-03-26,2022-11-19,703.3299999999999,4,175.83249999999998,2022-02-02,2022-04-03,2,2,2023-09-20,0,38.0,42,238,-263,0.25210084033613445,703.3299999999999,4.0,False,True,False,False,False,True,True,False,False,True,False,False
503,36,2022-03-12,2022-12-02,1336.58,6,222.76333333333332,2022-03-12,2023-12-07,0,0,2023-12-07,0,25.0,29,265,-341,0.0,1336.58,6.0,False,False,True,False,True,False,True,False,False,False,False,True
504,67,2022-02-09,2022-05-27,551.93,3,183.97666666666666,2022-06-06,2022-06-06,1,1,2023-11-04,0,48.0,218,107,-308,0.2803738317757009,551.93,3.0,False,True,False,False,False,True,True,False,False,True,False,False
505,28,2022-02-16,2022-12-19,2312.7,7,330.38571428571424,2022-03-19,2022-05-14,2,1,2023-06-23,0,22.0,12,306,-174,0.19607843137254904,2312.7,7.0,False,False,True,False,False,True,True,False,False,True,False,False
506,52,2022-01-17,2022-03-19,1009.74,4,252.435,2022-01-26,2022-05-18,2,2,2023-08-10,1,1.0,287,61,-222,0.9836065573770493,1009.74,4.0,False,False,False,True,True,False,False,True,False,False,True,False
507,51,2022-02-01,2022-10-11,2325.03,9,258.3366666666667,2022-09-18,2022-11-26,2,2,2023-10-15,1,25.0,81,252,-288,0.23809523809523808,2325.03,9.0,False,False,True,False,False,True,True,False,False,False,True,False
508,61,2022-01-03,2022-09-29,1536.61,5,307.322,2022-01-03,2023-10-21,0,0,2023-10-21,0,33.0,93,269,-294,0.0,1536.61,5.0,True,False,False,False,True,False,False,True,False,False,True,False
509,21,2022-02-14,2022-12-27,2446.54,9,271.8377777777778,2022-08-20,2022-08-20,1,1,2023-08-08,1,22.0,4,316,-220,0.0949367088607595,2446.54,9.0,False,True,False,False,True,False,False,False,True,False,False,True
510,30,2022-04-01,2022-04-01,392.1,1,392.1,2022-10-24,2022-10-24,1,1,2023-07-04,1,31.0,274,0,-185,1.0,392.1,1.0,False,False,True,False,False,True,False,False,True,True,False,False
511,54,2022-01-29,2022-12-24,2027.8799999999999,9,225.32,2022-01-06,2022-01-06,1,1,2023-02-12,1,19.0,7,329,-43,0.0911854103343465,2027.8799999999999,9.0,True,False,False,False,False,True,True,False,False,False,True,False
512,19,2022-04-04,2022-12-03,1362.35,5,272.46999999999997,2022-04-04,2023-08-02,0,0,2023-08-02,0,48.0,28,243,-214,0.0,1362.35,5.0,False,False,True,False,True,False,True,False,False,True,False,False
513,67,2022-06-19,2022-06-19,172.81,1,172.81,2022-06-19,2023-06-18,0,0,2023-06-18,0,18.0,195,0,-169,0.0,172.81,1.0,False,True,False,False,True,False,True,False,False,False,True,False
514,18,2022-01-29,2022-10-28,1606.29,6,267.715,2022-01-29,2023-07-23,0,0,2023-07-23,0,1.0,64,272,-204,0.0,1606.29,6.0,False,True,False,False,True,False,False,False,True,True,False,False
515,57,2022-01-03,2022-12-03,1639.58,6,273.2633333333333,2022-01-03,2023-01-06,0,0,2023-01-06,0,19.0,28,334,-6,0.0,1639.58,6.0,True,False,False,False,True,False,False,True,False,False,True,False
516,42,2022-01-28,2022-09-24,612.22,3,204.07333333333335,2022-01-28,2023-12-28,0,0,2023-12-28,1,14.0,98,239,-362,0.0,612.22,3.0,True,False,False,False,True,False,False,True,False,True,False,False
517,54,2022-03-22,2022-12-21,1073.98,5,214.796,2022-03-22,2023-01-11,0,0,2023-01-11,0,11.0,10,274,-11,0.0,1073.98,5.0,True,False,False,False,True,False,False,True,False,False,True,False
518,53,2022-01-23,2022-11-13,3078.6,9,342.06666666666666,2022-04-23,2022-04-30,2,2,2023-09-25,1,8.0,48,294,-268,0.2040816326530612,2844.5599999999995,9.0,True,False,False,False,True,False,True,False,False,True,False,False
519,23,2022-04-29,2022-11-22,1894.4,9,210.4888888888889,2022-06-01,2022-07-10,2,1,2023-06-09,0,18.0,39,207,-160,0.2898550724637681,1894.4,9.0,True,False,False,False,True,False,False,True,False,True,False,False
520,24,2022-04-18,2022-12-16,1959.29,5,391.858,2022-06-05,2022-08-28,2,2,2023-07-16,0,9.0,15,242,-197,0.24793388429752067,1959.29,5.0,False,True,False,False,False,True,True,False,False,True,False,False
521,21,2022-01-12,2022-04-12,645.75,2,322.875,2022-01-31,2022-05-18,2,2,2023-02-09,1,43.0,263,90,-40,0.6666666666666666,645.75,2.0,False,False,False,True,True,False,False,False,True,False,False,True
522,52,2022-02-12,2022-11-09,2557.54,9,284.1711111111111,2022-09-03,2022-09-11,2,1,2023-09-15,0,28.0,52,270,-258,0.2222222222222222,2557.54,9.0,True,False,False,False,False,True,False,True,False,False,False,True
523,58,2022-01-20,2022-12-24,2090.02,9,232.22444444444443,2022-01-20,2023-08-22,0,0,2023-08-22,0,11.0,7,338,-234,0.0,2090.02,9.0,False,False,False,True,False,True,True,False,False,True,False,False
524,51,2022-03-23,2022-11-23,2565.36,9,285.04,2022-08-09,2022-08-09,1,1,2023-10-30,0,49.0,38,245,-303,0.12244897959183675,2565.36,9.0,True,False,False,False,True,False,False,True,False,False,True,False
525,46,2022-01-02,2022-09-16,462.44,4,115.61,2022-11-24,2022-11-24,1,1,2023-12-07,0,41.0,106,257,-341,0.11673151750972763,462.44,4.0,True,False,False,False,True,False,False,False,True,False,False,True
526,22,2022-01-27,2022-09-25,446.32,4,111.58,2022-03-21,2022-03-21,1,1,2023-02-14,0,30.0,97,241,-45,0.12448132780082988,446.32,4.0,True,False,False,False,False,True,False,True,False,False,True,False
527,44,2022-05-16,2022-12-22,343.51,3,114.50333333333333,2022-05-16,2023-12-28,0,0,2023-12-28,0,44.0,9,220,-362,0.0,343.51,3.0,False,True,False,False,False,True,False,True,False,False,True,False
528,50,2022-02-02,2022-12-19,1353.55,6,225.59166666666667,2022-12-12,2022-12-12,1,1,2023-05-16,0,27.0,12,320,-136,0.09375,1353.55,6.0,False,False,False,True,True,False,False,False,True,False,True,False
529,63,2022-04-08,2022-11-21,2333.7200000000003,8,291.71500000000003,2022-01-13,2022-01-13,1,1,2023-05-18,0,26.0,40,227,-138,0.13215859030837004,2333.7200000000003,8.0,False,True,False,False,True,False,True,False,False,False,True,False
530,69,2022-06-13,2022-11-26,1311.6399999999999,6,218.60666666666665,2022-06-13,2023-12-06,0,0,2023-12-06,1,49.0,35,166,-340,0.0,1311.6399999999999,6.0,False,False,True,False,True,False,True,False,False,True,False,False
531,27,2022-02-18,2022-11-15,2008.12,9,223.12444444444444,2022-09-11,2022-09-11,1,1,2023-11-09,1,12.0,46,270,-313,0.1111111111111111,2008.12,9.0,True,False,False,False,True,False,True,False,False,False,True,False
532,23,2022-01-05,2022-11-21,2372.58,8,296.5725,2022-01-21,2022-08-01,2,2,2023-10-22,0,38.0,40,320,-295,0.1875,2372.58,8.0,True,False,False,False,False,True,False,True,False,False,False,True
533,51,2022-09-11,2022-09-11,388.31,1,388.31,2022-01-16,2022-01-16,1,1,2023-10-29,0,27.0,111,0,-302,1.0,388.31,1.0,False,False,False,True,False,True,False,True,False,True,False,False
534,25,2022-04-23,2022-12-03,536.31,3,178.76999999999998,2022-09-19,2022-11-12,2,2,2023-08-16,0,37.0,28,224,-228,0.26785714285714285,536.31,3.0,False,True,False,False,False,True,True,False,False,True,False,False
535,48,2022-02-25,2022-11-27,2145.98,8,268.2475,2022-02-25,2023-06-26,0,0,2023-06-26,0,17.0,34,275,-177,0.0,2145.98,8.0,False,True,False,False,False,True,True,False,False,True,False,False
536,26,2022-02-28,2022-08-20,1639.36,4,409.84,2022-07-20,2022-07-20,1,1,2023-11-10,0,46.0,133,173,-314,0.17341040462427745,1639.36,4.0,False,True,False,False,False,True,False,True,False,True,False,False
537,38,2022-01-28,2022-12-29,2067.57,6,344.595,2022-01-28,2023-05-27,0,0,2023-05-27,1,9.0,2,335,-147,0.0,2067.57,6.0,True,False,False,False,False,True,True,False,False,False,True,False
538,25,2022-05-30,2022-07-20,651.88,2,325.94,2022-02-07,2022-12-19,2,2,2023-06-13,0,6.0,164,51,-164,1.1764705882352942,651.88,2.0,False,False,False,True,False,True,True,False,False,False,True,False
539,21,2022-01-02,2022-09-07,1286.35,6,214.39166666666665,2022-08-02,2022-09-17,2,2,2023-09-22,0,13.0,115,248,-265,0.24193548387096772,1286.35,6.0,False,False,True,False,True,False,False,True,False,True,False,False
540,39,2022-01-28,2022-04-30,649.47,2,324.735,2022-07-10,2022-07-10,1,1,2023-01-17,0,6.0,245,92,-17,0.32608695652173914,649.47,2.0,False,False,True,False,True,False,False,False,True,False,True,False
541,45,2022-05-11,2022-07-08,185.03,2,92.515,2022-01-01,2022-09-02,2,1,2023-09-22,0,38.0,176,58,-265,1.0344827586206897,185.03,2.0,False,True,False,False,True,False,False,True,False,True,False,False
542,62,2022-02-13,2022-10-07,344.77,3,114.92333333333333,2022-02-13,2023-07-07,0,0,2023-07-07,0,4.0,85,236,-188,0.0,344.77,3.0,False,False,False,True,True,False,True,False,False,True,False,False
543,21,2022-01-07,2022-12-09,939.83,5,187.966,2022-02-06,2022-02-06,1,1,2023-08-25,1,16.0,22,336,-237,0.08928571428571429,939.83,5.0,False,True,False,False,False,True,True,False,False,False,True,False
544,56,2022-01-12,2022-12-28,1099.45,4,274.8625,2022-06-04,2022-06-04,1,1,2023-02-21,0,36.0,3,350,-52,0.08571428571428572,1099.45,4.0,False,True,False,False,False,True,False,False,True,False,False,True
545,38,2022-04-03,2022-10-02,452.87,2,226.435,2022-08-12,2022-09-07,2,2,2023-10-08,1,43.0,90,182,-281,0.32967032967032966,452.87,2.0,False,True,False,False,True,False,False,False,True,False,False,True
546,25,2022-01-21,2022-01-25,575.05,2,287.525,2022-08-19,2022-09-04,2,1,2023-02-10,0,14.0,340,4,-41,2.0,575.05,2.0,False,False,True,False,False,True,False,True,False,False,True,False
547,37,2022-01-20,2022-12-10,716.14,3,238.71333333333334,2022-01-20,2023-01-22,0,0,2023-01-22,0,29.0,21,324,-22,0.0,716.14,3.0,False,False,True,False,False,True,False,False,True,False,False,True
548,49,2022-02-06,2022-12-21,2116.14,9,235.12666666666667,2022-02-06,2023-11-29,0,0,2023-11-29,0,24.0,10,318,-333,0.0,2116.14,9.0,False,True,False,False,False,True,True,False,False,False,False,True
549,18,2022-04-07,2022-10-26,358.67,2,179.335,2022-04-07,2023-09-02,0,0,2023-09-02,0,39.0,66,202,-245,0.0,358.67,2.0,False,False,False,True,False,True,True,False,False,True,False,False
550,23,2022-06-01,2022-12-22,2140.26,8,267.5325,2022-12-04,2022-12-22,2,2,2023-12-30,0,39.0,9,204,-364,0.29411764705882354,2140.26,8.0,False,False,True,False,True,False,True,False,False,False,True,False
551,45,2022-03-08,2022-12-01,3027.91,9,336.4344444444444,2022-01-03,2022-06-30,2,2,2023-01-03,0,45.0,30,268,-3,0.22388059701492538,2844.5599999999995,9.0,False,True,False,False,True,False,True,False,False,True,False,False
552,61,2022-05-24,2022-09-02,1049.96,3,349.9866666666667,2022-05-24,2023-02-05,0,0,2023-02-05,0,25.0,120,101,-36,0.0,1049.96,3.0,False,False,True,False,True,False,False,False,True,False,False,True
553,48,2022-03-15,2022-11-28,2125.61,7,303.65857142857146,2022-03-15,2023-11-24,0,0,2023-11-24,0,46.0,33,258,-328,0.0,2125.61,7.0,True,False,False,False,True,False,True,False,False,False,False,True
554,27,2022-06-21,2022-12-25,1822.54,6,303.75666666666666,2022-03-30,2022-03-30,1,1,2023-09-25,0,46.0,6,187,-268,0.16042780748663102,1822.54,6.0,True,False,False,False,False,True,True,False,False,True,False,False
555,37,2022-04-19,2022-10-14,393.99,2,196.995,2022-04-19,2023-11-09,0,0,2023-11-09,0,3.0,78,178,-313,0.0,393.99,2.0,False,False,True,False,True,False,True,False,False,False,False,True
556,25,2022-01-12,2022-12-29,2132.54,7,304.6485714285714,2022-11-01,2022-11-01,1,1,2023-02-09,0,42.0,2,351,-40,0.08547008547008547,2132.54,7.0,False,True,False,False,False,True,False,True,False,False,True,False
557,39,2022-01-13,2022-12-14,1179.98,3,393.32666666666665,2022-05-13,2022-12-23,2,1,2023-12-02,0,27.0,17,335,-336,0.17910447761194032,1179.98,3.0,False,False,True,False,True,False,False,True,False,False,True,False
558,55,2022-01-01,2022-11-22,1722.97,6,287.1616666666667,2022-01-01,2023-10-24,0,0,2023-10-24,0,12.0,39,325,-297,0.0,1722.97,6.0,False,False,False,True,False,True,True,False,False,False,True,False
559,46,2022-02-11,2022-10-17,2151.66,7,307.38,2022-01-19,2022-01-19,1,1,2023-08-15,0,43.0,75,248,-227,0.12096774193548386,2151.66,7.0,False,True,False,False,True,False,False,False,True,False,False,True
560,26,2022-05-29,2022-12-10,203.34,2,101.67,2022-05-29,2023-12-20,0,0,2023-12-20,1,2.0,21,195,-354,0.0,203.34,2.0,False,True,False,False,False,True,False,False,True,True,False,False
561,61,2022-01-25,2022-12-25,1369.4,6,228.23333333333335,2022-04-21,2022-04-21,1,1,2023-10-22,0,38.0,6,334,-295,0.08982035928143713,1369.4,6.0,False,True,False,False,False,True,False,True,False,False,True,False
562,64,2022-02-02,2022-11-20,2160.95,9,240.10555555555553,2022-02-02,2023-05-13,0,0,2023-05-13,1,26.0,41,291,-133,0.0,2160.95,9.0,False,True,False,False,False,True,False,True,False,False,True,False
563,18,2022-01-25,2022-12-20,1090.13,5,218.026,2022-01-25,2023-06-12,0,0,2023-06-12,0,29.0,11,329,-163,0.0,1090.13,5.0,False,False,False,True,False,True,False,False,True,True,False,False
564,58,2022-04-18,2022-12-06,1859.23,7,265.6042857142857,2022-04-18,2023-06-06,0,0,2023-06-06,0,45.0,25,232,-157,0.0,1859.23,7.0,False,False,True,False,False,True,False,True,False,False,True,False
565,69,2022-01-21,2022-12-04,2436.25,6,406.0416666666667,2022-06-04,2022-10-29,2,1,2023-04-22,1,30.0,27,317,-112,0.18927444794952683,2436.25,6.0,False,False,True,False,False,True,False,True,False,False,False,True
566,56,2022-01-08,2022-12-02,1867.21,7,266.7442857142857,2022-01-08,2023-06-15,0,0,2023-06-15,0,38.0,29,328,-166,0.0,1867.21,7.0,True,False,False,False,False,True,True,False,False,False,True,False
567,43,2022-01-10,2022-01-10,472.36,1,472.36,2022-01-10,2023-11-27,0,0,2023-11-27,0,41.0,355,0,-331,0.0,472.36,1.0,False,True,False,False,False,True,False,False,True,False,True,False
568,28,2022-05-15,2022-10-14,1051.21,3,350.40333333333336,2022-07-11,2022-07-11,1,1,2023-08-16,0,32.0,78,152,-228,0.19736842105263158,1051.21,3.0,True,False,False,False,False,True,True,False,False,False,True,False
569,69,2022-05-14,2022-12-07,1550.8500000000001,6,258.475,2022-10-21,2022-10-21,1,1,2023-11-22,0,38.0,24,207,-326,0.14492753623188406,1550.8500000000001,6.0,False,False,False,True,True,False,False,True,False,False,True,False
570,52,2022-02-21,2022-09-16,2358.04,7,336.86285714285714,2022-08-24,2022-10-30,2,2,2023-08-04,0,21.0,106,207,-216,0.2898550724637681,2358.04,7.0,False,False,True,False,True,False,False,True,False,True,False,False
571,41,2022-05-23,2022-10-27,962.48,3,320.82666666666665,2022-03-14,2022-03-14,1,1,2023-04-25,0,8.0,65,157,-115,0.19108280254777069,962.48,3.0,False,False,True,False,True,False,False,True,False,False,False,True
572,50,2022-12-14,2022-12-29,538.06,2,269.03,2022-12-14,2023-01-26,0,0,2023-01-26,0,6.0,2,15,-26,0.0,538.06,2.0,False,True,False,False,True,False,False,True,False,False,False,True
573,37,2022-02-07,2022-11-04,1331.4,5,266.28000000000003,2022-02-07,2023-01-23,0,0,2023-01-23,0,4.0,57,270,-23,0.0,1331.4,5.0,False,False,True,False,True,False,False,False,True,False,False,True
574,44,2022-03-06,2022-12-31,2437.4,9,270.82222222222225,2022-09-30,2022-09-30,1,1,2023-04-01,1,17.0,0,300,-91,0.1,2437.4,9.0,False,False,False,True,False,True,False,False,True,True,False,False
575,32,2022-01-08,2022-11-02,1550.26,9,172.2511111111111,2022-08-06,2022-09-14,2,2,2023-07-10,0,21.0,59,298,-191,0.20134228187919462,1550.26,9.0,False,False,False,True,True,False,False,False,True,True,False,False
576,50,2022-03-19,2022-08-31,755.9300000000001,4,188.98250000000002,2022-06-05,2022-08-30,2,1,2023-12-21,1,4.0,122,165,-355,0.36363636363636365,755.9300000000001,4.0,False,True,False,False,True,False,False,False,True,False,False,True
577,69,2022-03-24,2022-10-06,2373.23,8,296.65375,2022-07-21,2022-07-21,1,1,2023-04-25,1,35.0,86,196,-115,0.15306122448979592,2373.23,8.0,True,False,False,False,False,True,True,False,False,False,False,True
578,24,2022-06-06,2022-10-17,715.6,3,238.53333333333333,2022-09-21,2022-09-21,1,1,2023-04-23,0,30.0,75,133,-113,0.22556390977443608,715.6,3.0,False,True,False,False,True,False,True,False,False,True,False,False
579,51,2022-07-19,2022-07-21,402.41,2,201.205,2022-07-19,2023-05-23,0,0,2023-05-23,1,27.0,163,2,-143,0.0,402.41,2.0,False,False,False,True,True,False,True,False,False,False,True,False
580,62,2022-10-26,2022-12-11,232.75,2,116.375,2022-06-18,2022-12-02,2,2,2023-12-01,0,12.0,20,46,-335,1.3043478260869565,232.75,2.0,False,False,True,False,False,True,False,True,False,False,False,True
581,68,2022-05-26,2022-07-04,407.65999999999997,2,203.82999999999998,2022-07-24,2022-07-24,1,1,2023-03-25,0,48.0,180,39,-84,0.7692307692307692,407.65999999999997,2.0,False,False,True,False,True,False,False,False,True,True,False,False
582,63,2022-01-09,2022-10-14,1876.3600000000001,7,268.0514285714286,2022-01-09,2023-10-18,0,0,2023-10-18,0,20.0,78,278,-291,0.0,1876.3600000000001,7.0,False,False,True,False,True,False,False,False,True,False,True,False
583,59,2022-06-18,2022-09-08,783.96,4,195.99,2022-06-18,2023-02-15,0,0,2023-02-15,0,40.0,114,82,-46,0.0,783.96,4.0,False,False,False,True,False,True,False,False,True,False,True,False
584,22,2022-01-19,2022-08-18,1677.08,7,239.58285714285714,2022-03-23,2022-06-18,2,2,2023-11-07,0,44.0,135,211,-311,0.2843601895734597,1677.08,7.0,True,False,False,False,False,True,True,False,False,False,True,False
585,47,2022-01-09,2022-10-23,1709.36,6,284.8933333333333,2022-04-23,2022-07-13,2,2,2023-04-08,0,41.0,69,287,-98,0.20905923344947736,1709.36,6.0,False,True,False,False,False,True,False,True,False,False,True,False
586,45,2022-01-11,2022-05-21,1667.53,5,333.506,2022-03-12,2022-03-12,1,1,2023-11-14,1,33.0,224,130,-318,0.23076923076923078,1667.53,5.0,True,False,False,False,False,True,False,True,False,False,True,False
587,35,2022-07-19,2022-11-18,623.49,3,207.83,2022-12-18,2022-12-18,1,1,2023-04-01,0,10.0,43,122,-91,0.24590163934426232,623.49,3.0,False,False,True,False,True,False,False,True,False,False,False,True
588,53,2022-01-03,2022-12-14,1726.51,8,215.81375,2022-02-05,2022-06-11,2,2,2023-11-21,1,5.0,17,345,-325,0.17391304347826086,1726.51,8.0,False,True,False,False,True,False,True,False,False,True,False,False
589,20,2022-01-25,2022-12-29,2356.94,9,261.88222222222225,2022-07-07,2022-11-19,2,2,2023-04-20,1,11.0,2,338,-110,0.17751479289940827,2356.94,9.0,False,False,False,True,True,False,False,False,True,True,False,False
590,38,2022-01-28,2022-12-01,1383.59,9,153.73222222222222,2022-01-28,2023-10-14,0,0,2023-10-14,0,21.0,30,307,-287,0.0,1383.59,9.0,False,False,False,True,False,True,True,False,False,True,False,False
591,63,2022-06-09,2022-06-09,215.12,1,215.12,2022-08-09,2022-08-27,2,2,2023-04-23,0,20.0,205,0,-113,2.0,215.12,1.0,True,False,False,False,True,False,False,False,True,False,True,False
592,33,2022-01-20,2022-11-27,2642.14,8,330.2675,2022-01-20,2023-02-03,0,0,2023-02-03,0,44.0,34,311,-34,0.0,2642.14,8.0,False,True,False,False,False,True,False,True,False,True,False,False
593,54,2022-01-02,2022-12-26,2959.62,9,328.84666666666664,2022-09-15,2022-09-15,1,1,2023-01-04,0,9.0,5,358,-4,0.08379888268156424,2844.5599999999995,9.0,False,False,True,False,True,False,False,False,True,False,True,False
594,59,2022-01-10,2022-12-30,2544.69,9,282.74333333333334,2022-07-15,2022-12-25,2,2,2023-06-09,0,30.0,1,354,-160,0.1694915254237288,2544.69,9.0,True,False,False,False,False,True,False,True,False,True,False,False
595,22,2022-01-02,2022-09-12,2270.36,8,283.795,2022-10-26,2022-10-26,1,1,2023-04-23,0,48.0,110,253,-113,0.11857707509881422,2270.36,8.0,False,False,False,True,True,False,False,True,False,False,True,False
596,67,2022-04-23,2022-09-21,1346.76,5,269.352,2022-04-23,2023-06-07,0,0,2023-06-07,0,4.0,101,151,-158,0.0,1346.76,5.0,False,True,False,False,True,False,False,True,False,True,False,False
597,68,2022-01-03,2022-10-17,1726.8999999999999,7,246.7,2022-07-21,2022-07-21,1,1,2023-10-17,0,9.0,75,287,-290,0.10452961672473868,1726.8999999999999,7.0,False,True,False,False,False,True,False,False,True,False,False,True
598,31,2022-04-20,2022-12-26,1906.1000000000001,7,272.3,2022-04-20,2023-07-09,0,0,2023-07-09,0,40.0,5,250,-190,0.0,1906.1000000000001,7.0,False,False,False,True,False,True,True,False,False,False,True,False
599,48,2022-01-16,2022-09-24,2347.42,9,260.82444444444445,2022-05-27,2022-11-08,2,2,2023-12-16,0,3.0,98,251,-350,0.2390438247011952,2347.42,9.0,False,False,True,False,False,True,False,True,False,False,False,True
600,63,2022-05-25,2022-11-17,865.0,4,216.25,2022-05-05,2022-05-05,1,1,2023-11-22,0,38.0,44,176,-326,0.17045454545454547,865.0,4.0,False,False,True,False,True,False,False,False,True,False,True,False
601,41,2022-05-02,2022-11-13,2473.79,8,309.22375,2022-04-08,2022-04-15,2,2,2023-09-11,0,25.0,48,195,-254,0.3076923076923077,2473.79,8.0,False,False,False,True,True,False,False,True,False,False,False,True
602,52,2022-03-19,2022-10-22,1158.83,9,128.7588888888889,2022-03-19,2023-05-13,0,0,2023-05-13,1,37.0,70,217,-133,0.0,1158.83,9.0,False,False,False,True,False,True,False,False,True,True,False,False
603,53,2022-02-27,2022-12-12,1476.4,5,295.28000000000003,2022-02-27,2023-06-16,0,0,2023-06-16,0,30.0,19,288,-167,0.0,1476.4,5.0,False,False,True,False,False,True,True,False,False,True,False,False
604,27,2022-08-09,2022-10-24,437.92999999999995,3,145.97666666666666,2022-07-26,2022-09-22,2,2,2023-05-06,0,31.0,68,76,-126,0.7894736842105263,437.92999999999995,3.0,True,False,False,False,False,True,False,True,False,False,False,True
605,44,2022-01-21,2022-12-24,1187.98,4,296.995,2022-01-21,2023-01-13,0,0,2023-01-13,1,17.0,7,337,-13,0.0,1187.98,4.0,True,False,False,False,False,True,False,True,False,True,False,False
606,44,2022-07-19,2022-07-19,271.99,1,271.99,2022-07-19,2023-10-03,0,0,2023-10-03,0,10.0,165,0,-276,0.0,271.99,1.0,False,True,False,False,True,False,False,True,False,False,False,True
607,40,2022-01-24,2022-12-19,1489.51,5,297.902,2022-11-16,2022-11-16,1,1,2023-01-16,1,8.0,12,329,-16,0.0911854103343465,1489.51,5.0,False,True,False,False,False,True,True,False,False,True,False,False
